[6, 13, 51, 29, 81, 130, 13, 6, 143, 49]
[19, 10, 93, 18, 4, 23, 88, 102, 111, 19]
[26, 5, 1, 6, 13, 52, 226, 81, 35, 2]
[20, 30, 22, 110, 10, 21, 144, 113, 3, 54]
[13, 58, 127, 45, 108, 0, 70, 21, 45, 58]
[35, 1, 246, 11, 33, 11, 9, 19, 6, 113]
[20, 57, 58, 95, 11, 12, 0, 40, 57, 162]
[132, 11, 22, 54, 99, 25, 65, 46, 18, 11]
[35, 97, 3, 25, 39, 45, 28, 194, 26, 1]
[7, 17, 13, 186, 66, 48, 11, 81, 11, 126]
[29, 204, 17, 35, 3, 27, 34, 62, 1, 128]
[92, 9, 17, 4, 42, 32, 46, 10, 157, 8]
[11, 93, 33, 86, 60, 35, 14, 72, 72, 26]
[11, 137, 43, 129, 5, 79, 43, 24, 29, 1]
[8, 47, 125, 140, 53, 15, 4, 33, 29, 53]
[10, 76, 0, 46, 43, 28, 22, 103, 8, 84]
[37, 111, 12, 27, 49, 95, 61, 4, 3, 64]
[18, 56, 56, 158, 87, 4, 19, 28, 87, 39]
[4, 63, 35, 108, 21, 44, 28, 99, 27, 72]
[84, 10, 87, 128, 82, 2, 30, 50, 20, 12]
[44, 67, 9, 44, 122, 32, 31, 25, 38, 31]
[91, 103, 83, 2, 23, 73, 63, 33, 52, 14]
[2, 40, 80, 72, 13, 74, 9, 111, 77, 38]
[21, 73, 24, 6, 68, 70, 69, 127, 33, 23]
[0, 121, 62, 26, 23, 19, 88, 34, 137, 48]
[22, 7, 2, 69, 49, 77, 129, 90, 43, 35]
[27, 96, 18, 54, 65, 55, 51, 127, 8, 1]
[24, 8, 16, 66, 52, 77, 26, 164, 60, 50]
[49, 29, 22, 29, 1, 31, 249, 57, 2, 14]
[23, 32, 40, 76, 59, 72, 2, 14, 29, 83]
[17, 79, 36, 158, 18, 48, 10, 3, 52, 82]
[29, 35, 47, 13, 65, 3, 14, 247, 41, 16]
[33, 17, 43, 7, 17, 18, 161, 1, 108, 43]
[28, 63, 16, 7, 21, 2, 89, 111, 79, 66]
[1, 28, 25, 103, 6, 74, 169, 31, 126, 45]
[1, 5, 39, 104, 11, 214, 74, 9, 52, 88]
[57, 2, 75, 56, 72, 2, 93, 60, 72, 5]
[55, 52, 89, 28, 16, 94, 34, 31, 15, 51]
[84, 2, 88, 26, 17, 29, 68, 34, 25, 125]
[23, 4, 21, 19, 116, 49, 102, 101, 10, 68]
[21, 36, 125, 13, 37, 42, 9, 54, 18, 97]
[34, 2, 119, 39, 102, 34, 30, 60, 143, 0]
[127, 30, 6, 16, 98, 32, 23, 25, 152, 45]
[6, 0, 11, 91, 175, 32, 43, 51, 72, 55]
[63, 2, 11, 19, 93, 68, 40, 18, 124, 19]
[69, 51, 8, 80, 24, 91, 28, 106, 32, 9]
[27, 0, 69, 127, 133, 2, 1, 23, 11, 42]
[74, 36, 224, 38, 28, 105, 33, 18, 0, 15]
[62, 60, 177, 37, 9, 5, 125, 53, 1, 2]
[54, 35, 121, 6, 61, 51, 9, 24, 122, 14]
[26, 48, 4, 10, 16, 102, 17, 261, 16, 3]
[6, 31, 92, 55, 27, 127, 33, 4, 57, 80]
[3, 16, 108, 13, 49, 26, 71, 144, 170, 0]
[11, 20, 18, 8, 65, 221, 51, 2, 63, 24]
[3, 31, 95, 31, 53, 42, 10, 102, 74, 58]
[20, 93, 26, 13, 52, 6, 33, 2, 30, 170]
[10, 51, 20, 80, 31, 14, 114, 41, 12, 8]
[39, 55, 29, 50, 30, 48, 74, 43, 53, 7]
[34, 127, 48, 3, 50, 8, 30, 61, 78, 44]
[0, 21, 60, 14, 33, 3, 34, 8, 112, 145]
[37, 27, 9, 13, 2, 49, 32, 24, 288, 25]
[34, 3, 26, 11, 144, 37, 1, 23, 136, 5]
[38, 39, 5, 27, 38, 118, 62, 20, 3, 127]
[156, 37, 8, 49, 69, 86, 50, 67, 47, 1]
[17, 97, 7, 75, 80, 33, 11, 52, 161, 7]
[28, 23, 6, 74, 67, 57, 73, 47, 7, 106]
[2, 11, 21, 123, 6, 11, 66, 78, 41, 115]
[22, 78, 20, 110, 18, 14, 59, 36, 40, 70]
[5, 53, 5, 8, 96, 56, 179, 0, 5, 109]
[3, 7, 15, 52, 3, 20, 137, 34, 150, 78]
[43, 108, 27, 108, 60, 15, 74, 25, 74, 6]
[184, 29, 13, 15, 18, 50, 55, 87, 4, 39]
[8, 9, 75, 9, 71, 79, 120, 27, 28, 30]
[41, 38, 97, 8, 24, 21, 11, 70, 150, 59]
[39, 1, 96, 52, 33, 53, 9, 26, 76, 22]
[18, 9, 6, 70, 101, 19, 96, 29, 76, 30]
[59, 12, 104, 62, 48, 105, 38, 8, 36, 24]
[16, 48, 65, 23, 15, 132, 13, 66, 33, 163]
[21, 20, 85, 39, 7, 10, 106, 70, 90, 109]
[43, 23, 96, 29, 78, 26, 40, 129, 26, 66]
[111, 98, 74, 73, 35, 43, 2, 45, 17, 20]
[87, 7, 3, 36, 49, 102, 153, 11, 9, 27]
[22, 130, 127, 15, 24, 59, 18, 102, 6, 3]
[2, 107, 30, 82, 19, 36, 98, 4, 73, 41]
[3, 9, 1, 164, 71, 78, 53, 11, 76, 3]
[3, 63, 43, 30, 22, 3, 71, 116, 61, 114]
[126, 17, 23, 96, 23, 67, 24, 29, 0, 23]
[7, 144, 54, 32, 55, 63, 3, 55, 0, 106]
[46, 37, 19, 23, 146, 160, 52, 11, 0, 28]
[61, 149, 21, 77, 23, 108, 0, 0, 0, 100]
[59, 129, 54, 56, 68, 37, 0, 0, 0, 19]
[17, 41, 125, 5, 94, 180, 0, 0, 0, 77]
[6, 71, 131, 117, 44, 18, 0, 0, 0, 148]
[86, 2, 138, 21, 213, 3, 0, 0, 0, 7]
[54, 214, 15, 28, 11, 120, 0, 0, 0, 69]
[39, 354, 23, 32, 43, 22, 0, 0, 0, 14]
[62, 43, 66, 8, 173, 10, 0, 0, 0, 165]
[514, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[494, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[450, 0, 0, 0, 0, 0, 0, 0, 0, 0]
